marker_position lod trace
1 142.490795 -7.25478385647164 pleio
2 142.517426 -7.13066752427576 pleio
3 142.560149 -7.01493464274532 pleio
4 142.602873 -6.90012745884632 pleio
5 142.64402 -6.7861598383527 pleio
6 142.685103 -6.6383526793577 pleio
7 142.726186 -6.52212209971716 pleio
8 142.767269 -6.4148588718906 pleio
9 142.808353 -6.29901298396133 pleio
10 142.849436 -6.15493058725305 pleio
11 142.876943 -6.01436908348187 pleio
12 142.880371 -5.87755337756 pleio
13 142.883799 -5.74509370893554 pleio
14 142.904956 -5.61933167812346 pleio
15 142.989329 -5.61634313903771 pleio
16 143.073701 -5.55705059296407 pleio
17 143.155273 -5.44071492609324 pleio
18 143.159416 -5.2997693768859 pleio
19 143.163559 -5.16008719490108 pleio
20 143.167702 -4.99506048215282 pleio
21 143.171846 -4.82330431189943 pleio
22 143.175989 -4.65094648152069 pleio
23 143.180132 -4.48312672772947 pleio
24 143.240265 -4.29863781678877 pleio
25 143.324863 -4.25823935260508 pleio
26 143.409462 -4.06730199100341 pleio
27 143.484637 -3.95273175641525 pleio
28 143.487347 -3.87156131633875 pleio
29 143.490056 -3.8416825102822 pleio
30 143.492766 -3.81767944106217 pleio
31 143.495555 -3.79936968396595 pleio
32 143.498344 -3.78655744884833 pleio
33 143.501132 -3.78219151042226 pleio
34 143.521072 -3.75872515269602 pleio
35 143.53778 -3.71640460159944 pleio
36 143.554489 -3.62324967675349 pleio
37 143.570345 -3.54171821856962 pleio
38 143.571477 -3.51002186944682 pleio
39 143.572611 -3.53104943621872 pleio
40 143.574439 -3.60334842668923 pleio
41 143.699438 -3.63581723523435 pleio
42 143.824436 -2.99738929234241 pleio
43 143.915168 -2.54132386370199 pleio
44 143.920616 -2.71734578888726 pleio
45 143.926063 -2.8821892849044 pleio
46 143.93182 -2.75245092983755 pleio
47 143.935901 -2.61446261604979 pleio
48 143.939982 -2.56539245439331 pleio
49 143.944917 -2.61508450934949 pleio
50 143.975668 -2.7671519290505 pleio
51 144.013221 -2.91003411392611 pleio
52 144.051716 -3.03484490225689 pleio
53 144.090211 -3.05201622625816 pleio
54 144.128706 -3.06520872799726 pleio
55 144.167202 -3.07612555161645 pleio
56 144.176428 -3.08600823925345 pleio
57 144.180816 -3.09593199151791 pleio
