marker_position lod trace
1 142.490795 -8.04090945646261 pleio
2 142.517426 -8.04400030067787 pleio
3 142.560149 -8.03276221014251 pleio
4 142.602873 -8.0222710195397 pleio
5 142.64402 -8.01254721833079 pleio
6 142.685103 -8.02989703941016 pleio
7 142.726186 -8.03755586909249 pleio
8 142.767269 -8.02976942663596 pleio
9 142.808353 -8.0151831796784 pleio
10 142.849436 -7.98252366475407 pleio
11 142.876943 -7.95335988500383 pleio
12 142.880371 -7.92747809352448 pleio
13 142.883799 -7.9049607526936 pleio
14 142.904956 -7.88650490152986 pleio
15 142.989329 -7.8394161664898 pleio
16 143.073701 -7.73947959647315 pleio
17 143.155273 -7.70303115891403 pleio
18 143.159416 -7.64787781188024 pleio
19 143.163559 -7.59089859989635 pleio
20 143.167702 -7.5406126831772 pleio
21 143.171846 -7.49784699063839 pleio
22 143.175989 -7.46467631643875 pleio
23 143.180132 -7.44198599285864 pleio
24 143.240265 -7.44250382851859 pleio
25 143.324863 -7.66082289909168 pleio
26 143.409462 -7.62563229752694 pleio
27 143.484637 -7.69442360532159 pleio
28 143.487347 -7.76448633243068 pleio
29 143.490056 -7.7784346079555 pleio
30 143.492766 -7.79473489910835 pleio
31 143.495555 -7.81334179674589 pleio
32 143.498344 -7.83418405943823 pleio
33 143.501132 -7.83049402383483 pleio
34 143.521072 -7.80658285003001 pleio
35 143.53778 -7.77329863341007 pleio
36 143.554489 -7.6800939419961 pleio
37 143.570345 -7.57123186039403 pleio
38 143.571477 -7.47580183301771 pleio
39 143.572611 -7.39801584692544 pleio
40 143.574439 -7.34083520335357 pleio
41 143.699438 -7.2902318338057 pleio
42 143.824436 -7.2829303681092 pleio
43 143.915168 -7.52141655242357 pleio
44 143.920616 -7.47765121337379 pleio
45 143.926063 -7.43644641143664 pleio
46 143.93182 -7.40166973013353 pleio
47 143.935901 -7.27750596579864 pleio
48 143.939982 -7.17073640986229 pleio
49 143.944917 -7.0884866001388 pleio
50 143.975668 -7.03684888303175 pleio
51 144.013221 -7.00289408744857 pleio
52 144.051716 -6.98177221991626 pleio
53 144.090211 -6.97341769795087 pleio
54 144.128706 -6.96257911254994 pleio
55 144.167202 -6.95322829693976 pleio
56 144.176428 -6.94464002300242 pleio
57 144.180816 -6.93613632450826 pleio
58 144.185205 -6.92618208997574 pleio
59 144.348163 -7.1541331480519 pleio
60 144.361337 -7.37422228593863 pleio
61 144.363468 -7.05925951871963 pleio
62 144.365599 -6.72414824687757 pleio
63 144.367577 -6.51195612072642 pleio
64 144.375504 -6.38213036355104 pleio
65 144.385418 -6.27339566333306 pleio
66 144.395332 -6.18773987089236 pleio
67 144.407236 -6.13374691570172 pleio
68 144.411293 -6.08957037592032 pleio
69 144.415349 -6.04615329630355 pleio
70 144.419405 -6.00353779118145 pleio
71 144.423461 -5.9617651946809 pleio
72 144.427517 -5.92919762321788 pleio
73 144.431573 -5.89762065535773 pleio
74 144.437408 -5.86392269741501 pleio
75 144.440911 -5.82382195190847 pleio
76 144.442944 -5.78612292865344 pleio
77 144.444976 -5.75842015004737 pleio
78 144.447008 -5.74050822638145 pleio
79 144.44904 -5.7261719337276 pleio
80 144.454745 -5.73578729567161 pleio
81 144.498681 -5.74654190129439 pleio
82 144.558267 -5.75431810483039 pleio
83 144.587405 -5.76175617848321 pleio
