marker_position lod trace
1 142.490795 -37.3833775109053 pleio
2 142.517426 -37.3531083204877 pleio
3 142.560149 -37.3339503742666 pleio
4 142.602873 -37.3180192573547 pleio
5 142.64402 -37.3048485894204 pleio
6 142.685103 -37.0156353793511 pleio
7 142.726186 -37.0198596537042 pleio
8 142.767269 -37.0187955419283 pleio
9 142.808353 -36.9975515225457 pleio
10 142.849436 -36.9209951433016 pleio
11 142.876943 -36.8633000903228 pleio
12 142.880371 -36.8238717735947 pleio
13 142.883799 -36.8028614512314 pleio
14 142.904956 -36.8004751074469 pleio
15 142.989329 -36.8912317630941 pleio
16 143.073701 -36.9374196402146 pleio
17 143.155273 -36.9584236365767 pleio
18 143.159416 -37.0139289202027 pleio
19 143.163559 -37.0743346456262 pleio
20 143.167702 -37.1170500992828 pleio
21 143.171846 -37.1688003915304 pleio
22 143.175989 -37.2309316933777 pleio
23 143.180132 -37.3032034511677 pleio
24 143.240265 -37.3534006590713 pleio
25 143.324863 -37.5104949461604 pleio
26 143.409462 -37.7899548183031 pleio
27 143.484637 -37.823770427204 pleio
28 143.487347 -37.9197485384707 pleio
29 143.490056 -37.9355901688535 pleio
30 143.492766 -37.963968376403 pleio
31 143.495555 -38.0049126670894 pleio
32 143.498344 -38.0583117817243 pleio
33 143.501132 -38.1217847739582 pleio
34 143.521072 -38.0776636529877 pleio
35 143.53778 -37.9636472711608 pleio
36 143.554489 -37.6021534737685 pleio
37 143.570345 -37.1595149763188 pleio
38 143.571477 -36.7697532101428 pleio
39 143.572611 -36.4449796286423 pleio
40 143.574439 -36.195623192444 pleio
41 143.699438 -36.1227456981389 pleio
42 143.824436 -35.283526596193 pleio
43 143.915168 -34.6740325924842 pleio
44 143.920616 -34.7002679256618 pleio
45 143.926063 -34.7301101972164 pleio
46 143.93182 -34.3310889284011 pleio
47 143.935901 -33.7378087181994 pleio
48 143.939982 -33.2574673184339 pleio
49 143.944917 -32.904001892615 pleio
50 143.975668 -32.6845072596584 pleio
51 144.013221 -32.6595826127571 pleio
52 144.051716 -32.6747015165182 pleio
53 144.090211 -32.6986025356983 pleio
54 144.128706 -32.7091747940332 pleio
55 144.167202 -32.7185547085731 pleio
56 144.176428 -32.727345395292 pleio
57 144.180816 -32.7360729988668 pleio
58 144.185205 -32.7447523817391 pleio
59 144.348163 -32.9070796660533 pleio
60 144.361337 -32.5863027818137 pleio
61 144.363468 -31.5334000768042 pleio
62 144.365599 -30.3724392579274 pleio
63 144.367577 -29.3031130644065 pleio
64 144.375504 -28.3639090364908 pleio
65 144.385418 -27.593375647723 pleio
66 144.395332 -27.0058922939433 pleio
67 144.407236 -26.7022547539718 pleio
68 144.411293 -26.5243736642165 pleio
69 144.415349 -26.3875169997564 pleio
70 144.419405 -26.2913111440345 pleio
71 144.423461 -26.2348684643098 pleio
72 144.427517 -26.016469262094 pleio
73 144.431573 -25.8373579273372 pleio
74 144.437408 -25.7627075617158 pleio
75 144.440911 -25.7535839746511 pleio
76 144.442944 -25.7473663181658 pleio
77 144.444976 -25.6568494311258 pleio
78 144.447008 -25.5091746171596 pleio
79 144.44904 -25.3818753317576 pleio
80 144.454745 -25.2764491255933 pleio
81 144.498681 -25.1914666827798 pleio
82 144.558267 -25.1299218849624 pleio
83 144.587405 -25.0912223432323 pleio
84 144.587686 -25.0364799946202 pleio
85 144.587968 -24.9850772790854 pleio
86 144.617027 -24.9516932731592 pleio
87 144.705848 -23.285045689034 pleio
88 144.716797 -20.9025382384726 pleio
89 144.727745 -20.1715551499276 pleio
90 144.897381 -20.0276215140383 pleio
91 144.903395 -19.9304555085798 pleio
92 144.909409 -19.8496440963707 pleio
93 144.916914 -19.7858546316555 pleio
94 144.947844 -19.7305629375337 pleio
95 144.978774 -19.6838743463186 pleio
96 145.106694 -20.0341384042791 pleio
97 145.224788 -18.422575317609 pleio
98 145.342881 -18.2258931499155 pleio
99 145.729503 -14.1160551413982 pleio
100 145.916546 -13.4950209251829 pleio
101 146.10359 -13.2391040264749 pleio
102 146.240909 -13.0367488464679 pleio
103 146.283615 -12.5145147513599 pleio
104 146.304543 -12.1733484723948 pleio
105 146.314537 -11.8504755555177 pleio
106 146.319976 -11.5481329711065 pleio
107 146.322338 -11.2684559457812 pleio
108 146.3247 -11.0134197167865 pleio
109 146.327062 -10.7847706227524 pleio
110 146.329424 -10.5839693839338 pleio
111 146.331786 -10.4121542852373 pleio
112 146.334148 -10.270104108272 pleio
113 146.33651 -8.99574978985394 pleio
114 146.643419 -8.07829256448393 pleio
115 146.654632 -7.83565305961388 pleio
116 146.665844 -7.62387653236874 pleio
117 146.677056 -7.40366467299717 pleio
118 146.688269 -6.34747734496708 pleio
119 146.69133 -4.72738625723872 pleio
120 146.694026 -3.14399155476278 pleio
121 146.696722 -1.74949828886302 pleio
122 146.699418 -0.694363849477271 pleio
123 146.702114 -0.076857450465919 pleio
124 146.70481 0 pleio
125 146.707507 -0.0240982439306861 pleio
126 146.710838 -0.0731917915206654 pleio
127 146.716274 -0.147100968024552 pleio
128 146.72171 -0.24535376261586 pleio
129 146.727146 -0.367200475192896 pleio
130 146.734615 -0.479598901857468 pleio
131 146.80381 -0.492256277574351 pleio
132 146.862885 -0.0972107346986363 pleio
133 146.863965 -0.27081106803254 pleio
134 146.865044 -1.29217550795019 pleio
135 146.87452 -3.06571021886064 pleio
136 146.889753 -4.7545763612935 pleio
137 146.904986 -4.96641475112985 pleio
138 147.064187 -5.48850274746105 pleio
139 147.069549 -5.55763155744557 pleio
140 147.074911 -5.58111805128124 pleio
141 147.080273 -5.46930281901381 pleio
142 147.089309 -5.3959730113568 pleio
143 147.114764 -5.31690820120739 pleio
144 147.137425 -5.3070980215319 pleio
145 147.157965 -5.40520430652968 pleio
146 147.178504 -5.76777734470864 pleio
147 147.221814 -6.41326251838804 pleio
148 147.253583 -7.31315803105895 pleio
149 147.272554 -7.30323053769 pleio
150 147.275576 -7.31917557869413 pleio
151 147.278599 -7.44256434539889 pleio
152 147.281622 -7.47549972673174 pleio
153 147.284644 -7.58532289667332 pleio
154 147.286194 -7.77089935277508 pleio
155 147.286753 -8.02955644084778 pleio
156 147.287312 -8.35736358786137 pleio
157 147.287872 -8.74948901258703 pleio
158 147.290648 -9.16763503293861 pleio
159 147.299484 -9.60797213715783 pleio
160 147.327447 -11.4750886351495 pleio
161 147.35561 -11.6526866714156 pleio
162 147.383773 -13.2873884681087 pleio
163 147.397845 -13.2814765156946 pleio
164 147.402328 -13.2803308297468 pleio
165 147.406811 -13.2850553294955 pleio
166 147.411546 -13.2931766050106 pleio
167 147.442387 -13.3052069676642 pleio
168 147.535843 -13.3074661517513 pleio
169 147.551736 -13.696091882628 pleio
170 147.555599 -14.9229643265402 pleio
171 147.559461 -15.7274549070795 pleio
172 147.563362 -16.3936885830379 pleio
173 147.583398 -17.4116782422163 pleio
174 147.602453 -18.5261474033213 pleio
175 147.621507 -19.5270870679639 pleio
176 147.682611 -19.7476163839848 pleio
177 147.68996 -19.8298002835618 pleio
178 147.695588 -20.0227182657623 pleio
179 147.701215 -20.2458543577871 pleio
180 147.706843 -20.3567515863093 pleio
181 147.719435 -20.9319084873203 pleio
182 147.737975 -20.9997283064178 pleio
183 147.751499 -21.0340437468114 pleio
184 147.760277 -21.0443173696584 pleio
185 147.769056 -21.0795107023755 pleio
186 147.777834 -21.139259936516 pleio
187 147.786613 -21.2663427440802 pleio
188 147.795391 -21.4207162644982 pleio
189 147.816836 -21.0777119571219 pleio
190 147.850698 -21.1757862339339 pleio
191 147.88456 -21.3086362260144 pleio
192 147.914702 -21.8750407451928 pleio
193 147.91491 -22.0661917656837 pleio
194 147.915116 -22.2770857345597 pleio
195 147.915322 -22.5050648074917 pleio
196 147.915527 -22.7473016632389 pleio
197 147.915733 -23.0009760078553 pleio
198 147.916803 -23.2558248958619 pleio
199 147.923623 -23.3980262980011 pleio
200 147.930444 -23.552094674556 pleio
201 147.937264 -23.7162899381666 pleio
202 147.944084 -23.9047425433542 pleio
203 147.949324 -24.1618817614972 pleio
204 147.953121 -24.8031013135702 pleio
205 147.956917 -25.8884857670152 pleio
206 147.960714 -27.2233628685648 pleio
207 147.964511 -28.7374564444161 pleio
208 147.968307 -29.6976428327498 pleio
209 147.973733 -30.249856869738 pleio
210 147.982072 -30.3238429443051 pleio
211 147.982175 -30.2837963688586 pleio
212 147.982278 -30.2475972550549 pleio
213 147.986316 -30.3297415978396 pleio
214 147.986987 -30.9563142369751 pleio
215 147.987657 -31.8507101025013 pleio
216 147.988327 -32.9822884909482 pleio
217 147.988998 -34.2908609236648 pleio
218 147.989668 -35.4695194174483 pleio
219 148.006053 -35.8009148731297 pleio
220 148.013144 -36.018343506355 pleio
221 148.020236 -36.2755338471897 pleio
222 148.027327 -36.5705117238309 pleio
223 148.033269 -36.9000464994716 pleio
224 148.037078 -37.2597215992611 pleio
225 148.040918 -37.5682554864465 pleio
226 148.046494 -38.3644257092654 pleio
227 148.05207 -39.4238679861289 pleio
228 148.180347 -40.4303899638771 pleio
229 148.183086 -40.6329284632281 pleio
230 148.185825 -40.8488551791165 pleio
231 148.188563 -41.0734546007306 pleio
232 148.191302 -41.2033471176574 pleio
233 148.194041 -41.3562862093198 pleio
234 148.19678 -41.5102580114337 pleio
235 148.200032 -41.6451922609663 pleio
236 148.204884 -41.7890914561765 pleio
237 148.213021 -41.9620090544942 pleio
238 148.213171 -42.2898573671776 pleio
239 148.213321 -42.6290556550353 pleio
240 148.326473 -42.9435863172187 pleio
241 148.333368 -42.9771860934272 pleio
242 148.340263 -42.8941323604528 pleio
243 148.347157 -42.780497219458 pleio
244 148.354052 -42.6151800531163 pleio
245 148.362946 -42.4442577584789 pleio
246 148.380016 -42.2927447440257 pleio
247 148.403283 -42.2478400065564 pleio
248 148.42655 -42.1961590380952 pleio
249 148.430037 -42.1231054807743 pleio
250 148.4319 -42.0581231423561 pleio
251 148.433763 -42.0014332560593 pleio
252 148.435626 -42.3899021356283 pleio
253 148.437489 -42.9336466393656 pleio
254 148.439352 -43.2988347178903 pleio
255 148.441214 -43.5880373465964 pleio
256 148.443077 -43.8661622220138 pleio
257 148.44494 -44.1146713585269 pleio
258 148.446803 -44.3208229990011 pleio
259 148.453459 -44.4019538410527 pleio
260 148.477993 -44.3864557008483 pleio
261 148.493526 -44.3838847084249 pleio
262 148.493644 -44.3876198947723 pleio
263 148.493762 -44.3967411606605 pleio
264 148.502187 -44.8311079223439 pleio
265 148.624196 -44.9662222658095 pleio
266 148.648833 -44.990925952362 pleio
267 148.673469 -45.338197935025 pleio
268 148.812084 -46.1699208938748 pleio
269 148.815025 -46.1659102823023 pleio
270 146.331786 1.67254267412308 profile1
271 146.334148 1.65683000502439 profile1
272 142.490795 -2.7087676900362 profile1
273 142.517426 -2.65150038373497 profile1
274 142.560149 -2.59643842787619 profile1
275 142.602873 -2.54129808885214 profile1
276 142.64402 -2.48606411418673 profile1
277 142.685103 -2.41484086186734 profile1
278 142.726186 -2.35685890586474 profile1
279 142.767269 -2.30174774953456 profile1
280 142.808353 -2.23928264645104 profile1
281 142.849436 -2.15666425574418 profile1
282 142.876943 -2.07763863463667 profile1
283 142.880371 -2.00207077011328 profile1
284 142.883799 -1.93025119187272 profile1
285 142.904956 -1.86298470065413 profile1
286 142.989329 -1.73519375616356 profile1
287 143.073701 -1.62240886929713 profile1
288 143.155273 -1.58932411945923 profile1
289 143.159416 -1.60055657103964 profile1
290 143.163559 -1.63285176982555 profile1
291 143.167702 -1.62416131994676 profile1
292 143.171846 -1.61479280342337 profile1
293 143.175989 -1.60608331061153 profile1
294 143.180132 -1.59829152119991 profile1
295 143.240265 -1.57599066581702 profile1
296 143.324863 -1.58624322034423 profile1
297 143.409462 -1.64853337894167 profile1
298 143.484637 -1.61185106225174 profile1
299 143.487347 -1.57739831247288 profile1
300 143.490056 -1.53165093748384 profile1
301 143.492766 -1.4895672052967 profile1
302 143.495555 -1.4511858243861 profile1
303 143.498344 -1.41651205992118 profile1
304 143.501132 -1.38886724366165 profile1
305 143.521072 -1.33416640877913 profile1
306 143.53778 -1.26813353908959 profile1
307 143.554489 -1.17729962239813 profile1
308 143.570345 -1.05287732120731 profile1
309 143.571477 -0.906525913605546 profile1
310 143.572611 -0.744422265422013 profile1
311 143.574439 -0.575454410660101 profile1
312 143.699438 -0.565668801803861 profile1
313 143.824436 -0.388840415628304 profile1
314 143.915168 -0.21395442432198 profile1
315 143.920616 -0.295370957870953 profile1
316 143.926063 -0.375834451645226 profile1
317 143.93182 -0.343860650757433 profile1
318 143.935901 -0.330722389771291 profile1
319 143.939982 -0.348299879089983 profile1
320 143.944917 -0.397945487557886 profile1
321 143.975668 -0.479132003342694 profile1
322 144.013221 -0.543882821508321 profile1
323 144.051716 -0.594721160671379 profile1
324 144.090211 -0.603473151009827 profile1
325 144.128706 -0.602795806151477 profile1
326 144.167202 -0.60094992135452 profile1
327 144.176428 -0.598547488666171 profile1
328 144.180816 -0.596155192705685 profile1
329 144.185205 -0.594030945599629 profile1
330 144.348163 -0.721305893471324 profile1
331 144.361337 -0.776190445274141 profile1
332 144.363468 -0.443503741002512 profile1
333 144.365599 -0.058550964664555 profile1
334 144.367577 0.311049038391448 profile1
335 144.375504 0.631608758493789 profile1
336 144.385418 0.917543007763299 profile1
337 144.395332 1.15872527166894 profile1
338 144.407236 1.23698461562108 profile1
339 144.411293 1.23857320505446 profile1
340 144.415349 1.24005538217175 profile1
341 144.419405 1.24159324785339 profile1
342 144.423461 1.24333217957433 profile1
343 144.427517 1.23788946933723 profile1
344 144.431573 1.22845438953602 profile1
345 144.437408 1.21794749706596 profile1
346 144.440911 1.21795295529766 profile1
347 144.442944 1.2177983046302 profile1
348 144.444976 1.27555033261057 profile1
349 144.447008 1.37693425206041 profile1
350 144.44904 1.47137382764425 profile1
351 144.454745 1.56010340622541 profile1
352 144.498681 1.64067958576504 profile1
353 144.558267 1.70726356449557 profile1
354 144.587405 1.73718545433038 profile1
