marker_position lod trace
1 40.751751 -10.4394857855478 pleio
2 40.852649 -9.97602577956694 pleio
3 40.963726 -9.80022464563241 pleio
4 41.071368 -9.77376295870471 pleio
5 41.130258 -9.75424155054923 pleio
6 41.189147 -9.73511259279994 pleio
7 41.248037 -9.71639425231583 pleio
8 41.306927 -9.69813321474992 pleio
9 41.376781 -9.68164348130607 pleio
10 41.466542 -9.66974554414717 pleio
11 41.467199 -9.65678578928604 pleio
12 41.467856 -9.64568395432306 pleio
13 41.535355 -9.63407376191823 pleio
14 41.812857 -10.2037887556483 pleio
15 42.090359 -10.1999162445356 pleio
16 42.192627 -10.1731694096902 pleio
17 42.292082 -10.1472688378467 pleio
18 42.391537 -10.1098975444742 pleio
19 42.490992 -10.0629505140204 pleio
20 42.590447 -10.0273203380453 pleio
21 42.689901 -9.99438145708874 pleio
22 42.789356 -9.96213113016286 pleio
23 42.929723 -9.93073250116406 pleio
24 43.030511 -9.90601349710219 pleio
25 43.09059 -9.88720947478631 pleio
26 43.150669 -9.86993798750404 pleio
27 43.210748 -9.85435780271879 pleio
28 43.265979 -9.8404471965652 pleio
29 43.296031 -9.81175365990873 pleio
30 43.336485 -9.77040548869757 pleio
31 43.376939 -9.72869847601676 pleio
32 43.399199 -9.73477492013791 pleio
33 43.400566 -9.87628967784731 pleio
34 43.401932 -9.72647017045292 pleio
35 43.416832 -9.57356787848598 pleio
36 43.545216 -9.44878408651997 pleio
37 43.659927 -9.43625419186559 pleio
38 43.662301 -9.42111211799661 pleio
39 43.664677 -9.40698063395254 pleio
40 43.66789 -9.39284158409829 pleio
41 43.746502 -9.39408409492276 pleio
42 43.811623 -9.34901870741132 pleio
43 43.828159 -9.37728090665177 pleio
44 43.836311 -9.40601927242385 pleio
45 43.838406 -9.41559006225687 pleio
46 43.840501 -9.33049683419849 pleio
47 43.844466 -9.23305229922524 pleio
48 43.861003 -9.13027750946546 pleio
49 43.901546 -9.04262912793496 pleio
50 43.980158 -8.88733089065305 pleio
51 44.020771 -8.69525588193561 pleio
52 44.053303 -8.4722886597003 pleio
53 44.085836 -8.23716281442396 pleio
54 44.138903 -8.16957298286683 pleio
55 44.294495 -7.66148793397868 pleio
56 44.317834 -7.68012989008256 pleio
57 44.341174 -7.71565069925974 pleio
58 44.364954 -7.66238864400638 pleio
59 44.431929 -7.07577901028236 pleio
60 44.438774 -6.91386418842728 pleio
61 44.445619 -6.8546680103995 pleio
62 44.482294 -6.69203314816958 pleio
63 44.551043 -6.55653912186031 pleio
64 44.564207 -6.50014561725938 pleio
65 44.568298 -6.44652463688634 pleio
66 44.572388 -6.39895420141901 pleio
67 44.576479 -6.35556958289618 pleio
68 44.58057 -6.32161682939052 pleio
69 44.584661 -6.26126176746156 pleio
70 44.588908 -6.17275859489715 pleio
71 44.596324 -6.10421120318746 pleio
72 44.603741 -6.02182035211284 pleio
73 44.608283 -5.92693081366238 pleio
74 44.609389 -5.83878008790585 pleio
75 44.610566 -5.75761412896657 pleio
76 44.612126 -5.68361900955119 pleio
77 44.618941 -5.61692046435425 pleio
78 44.625756 -5.55758452161001 pleio
79 44.632571 -5.56625484768989 pleio
80 44.721343 -5.55586253402439 pleio
81 44.725576 -5.50731920538035 pleio
82 44.729808 -5.44402023024252 pleio
83 44.761322 -5.35242057739001 pleio
84 44.780832 -5.26969952781405 pleio
85 44.800342 -4.66705850992835 pleio
86 44.819852 -4.19851482562915 pleio
87 44.838742 -4.19327467913636 pleio
88 44.856652 -4.19669353115272 pleio
89 44.867332 -4.20900188100001 pleio
90 44.874623 -4.22903384145993 pleio
91 44.881915 -4.25656195243992 pleio
92 44.889206 -4.2912917246585 pleio
93 44.896497 -4.30813444867839 pleio
94 44.940291 -3.87129146589542 pleio
95 44.995858 -3.56097459692931 pleio
96 45.051425 -3.18661196342393 pleio
97 45.101619 -2.84836718182017 pleio
98 45.106404 -2.54365072071837 pleio
99 45.111189 -2.26207895061391 pleio
100 45.144068 -2.0736852393976 pleio
101 45.165 -2.06561845013806 pleio
102 45.174292 -2.0639870448661 pleio
103 45.183584 -2.06861548760393 pleio
104 45.206863 -2.07327850778725 pleio
105 45.270542 -1.66513433934047 pleio
106 45.33422 -1.84186201218629 pleio
107 45.420117 -1.53399312060373 pleio
108 45.434499 -1.50892859649548 pleio
109 45.438006 -1.50031463454251 pleio
110 45.441513 -1.46593164389571 pleio
111 45.445019 -1.37967474738266 pleio
112 45.448526 -1.3005241783922 pleio
113 45.452033 -1.22883401022827 pleio
114 45.455539 -1.20286611249377 pleio
115 45.458985 -1.12330228386631 pleio
116 45.460636 -1.06040220219064 pleio
117 45.462287 -1.02017938596944 pleio
118 45.463938 -0.962643071187863 pleio
119 45.465589 -0.894804737633293 pleio
120 45.46724 -0.828924768960392 pleio
121 45.470001 -0.765095619091084 pleio
122 45.474942 -0.703403689707101 pleio
123 45.479882 -0.643930728800038 pleio
124 45.484823 -0.58675083972933 pleio
125 45.489764 -0.53193161759369 pleio
126 45.494704 -0.47953324814644 pleio
127 45.499645 -0.431185721045678 pleio
128 45.504585 -0.404482138607605 pleio
129 45.622192 -0.533925639477979 pleio
130 45.689416 0 pleio
131 45.705169 -0.0402679947772426 pleio
132 45.720922 -0.348386559281631 pleio
