marker_position lod trace
1 142.490795 -9.93770600373632 pleio
2 142.517426 -9.86462195683921 pleio
3 142.560149 -9.79379337254044 pleio
4 142.602873 -9.72332375623489 pleio
5 142.64402 -9.65329322726071 pleio
6 142.685103 -9.51673987991844 pleio
7 142.726186 -9.45506889894224 pleio
8 142.767269 -9.38721999762517 pleio
9 142.808353 -9.33225997016443 pleio
10 142.849436 -9.31599304507634 pleio
11 142.876943 -9.3053037330688 pleio
12 142.880371 -9.29945823213311 pleio
13 142.883799 -9.29792764275652 pleio
14 142.904956 -9.29490744879735 pleio
15 142.989329 -9.36674044405818 pleio
16 143.073701 -9.29139838789503 pleio
17 143.155273 -9.21201244117893 pleio
18 143.159416 -9.23087132692758 pleio
19 143.163559 -9.28030466383973 pleio
20 143.167702 -9.22941616252161 pleio
21 143.171846 -9.18178774967091 pleio
22 143.175989 -9.138716952882 pleio
23 143.180132 -9.10069811780061 pleio
24 143.240265 -9.05722339606231 pleio
25 143.324863 -8.75804796368373 pleio
26 143.409462 -8.7126635328166 pleio
27 143.484637 -8.65434068421238 pleio
28 143.487347 -8.57783026215333 pleio
29 143.490056 -8.49615568274652 pleio
30 143.492766 -8.425362344788 pleio
31 143.495555 -8.36563355756595 pleio
32 143.498344 -8.31703826005642 pleio
33 143.501132 -8.28691748934271 pleio
34 143.521072 -8.15519580508717 pleio
35 143.53778 -7.98531559562094 pleio
36 143.554489 -7.75962958550886 pleio
37 143.570345 -7.50922521019026 pleio
38 143.571477 -7.26796935106869 pleio
39 143.572611 -7.04198476155241 pleio
40 143.574439 -6.8381822665812 pleio
41 143.699438 -6.0740176889908 pleio
42 143.824436 -5.93541049780593 pleio
43 143.915168 -5.7100848721702 pleio
44 143.920616 -5.35569740435551 pleio
45 143.926063 -5.05556527719828 pleio
46 143.93182 -4.83256312769307 pleio
47 143.935901 -4.50930972599166 pleio
48 143.939982 -4.23065963652731 pleio
49 143.944917 -4.01092295900663 pleio
50 143.975668 -3.86449458282875 pleio
51 144.013221 -3.74969220261031 pleio
