marker_position lod trace
1 40.751751 -5.15520362839265 pleio
2 40.852649 -5.49449505344253 pleio
3 40.963726 -5.58306595484285 pleio
4 41.071368 -5.57735912239476 pleio
5 41.130258 -5.56804907787275 pleio
6 41.189147 -5.55854340616034 pleio
7 41.248037 -5.54884706577797 pleio
8 41.306927 -5.53885899347508 pleio
9 41.376781 -5.52783898413628 pleio
10 41.466542 -5.52188018689158 pleio
11 41.467199 -5.51625655809718 pleio
12 41.467856 -5.51500170080986 pleio
13 41.535355 -5.50727415996912 pleio
14 41.812857 -5.87896169698102 pleio
15 42.090359 -5.87824257528472 pleio
16 42.192627 -5.88615554326261 pleio
17 42.292082 -5.8921115882886 pleio
18 42.391537 -5.90378517329647 pleio
19 42.490992 -5.91723850919905 pleio
20 42.590447 -5.93108218620978 pleio
21 42.689901 -5.94752591528993 pleio
22 42.789356 -5.96377933901912 pleio
23 42.929723 -5.97964906004833 pleio
24 43.030511 -5.97825544095178 pleio
25 43.09059 -5.96473474612252 pleio
26 43.150669 -5.9523103295657 pleio
27 43.210748 -5.94121321502148 pleio
28 43.265979 -5.93152303191782 pleio
29 43.296031 -5.8950725140498 pleio
30 43.336485 -5.78682010060683 pleio
31 43.376939 -5.75037982534354 pleio
32 43.399199 -5.02630979845722 pleio
33 43.400566 -4.04730377587242 pleio
34 43.401932 -4.05806235402712 pleio
35 43.416832 -4.16860319496341 pleio
36 43.545216 -4.32477168547427 pleio
37 43.659927 -4.33478468515176 pleio
38 43.662301 -4.35020968550007 pleio
39 43.664677 -4.36572693236697 pleio
40 43.66789 -4.41034262005874 pleio
41 43.746502 -4.96348198080737 pleio
42 43.811623 -5.37085756916926 pleio
43 43.828159 -5.39039390728172 pleio
44 43.836311 -5.41212706751742 pleio
45 43.838406 -5.4168185990694 pleio
46 43.840501 -5.31136833840583 pleio
47 43.844466 -5.17204662661743 pleio
48 43.861003 -5.01392741165468 pleio
49 43.901546 -4.88373706339297 pleio
50 43.980158 -4.79249415823853 pleio
51 44.020771 -4.69789858606455 pleio
52 44.053303 -4.57840615760355 pleio
53 44.085836 -4.43351198693795 pleio
54 44.138903 -4.42196208960841 pleio
55 44.294495 -4.35139532127976 pleio
56 44.317834 -4.35996427223754 pleio
57 44.341174 -4.37799645136035 pleio
58 44.364954 -4.35935461972521 pleio
59 44.431929 -3.85148221969574 pleio
60 44.438774 -3.75973361361796 pleio
61 44.445619 -3.70233464674082 pleio
62 44.482294 -3.39746724415533 pleio
63 44.551043 -3.1955308910387 pleio
64 44.564207 -3.06145818756687 pleio
65 44.568298 -2.92743578184128 pleio
66 44.572388 -2.79567682750155 pleio
67 44.576479 -2.66587284071051 pleio
68 44.58057 -2.54044722382998 pleio
69 44.584661 -2.41594015641361 pleio
70 44.588908 -2.3006315279109 pleio
71 44.596324 -2.19277793220176 pleio
72 44.603741 -2.08831613112222 pleio
73 44.608283 -1.99055039123169 pleio
74 44.609389 -1.90104489804791 pleio
75 44.610566 -1.82030911577111 pleio
76 44.612126 -1.74872086080399 pleio
77 44.618941 -1.68651921049735 pleio
78 44.625756 -1.63380320472892 pleio
79 44.632571 -1.61105364582415 pleio
80 44.721343 -1.59521805015804 pleio
81 44.725576 -1.57053605568784 pleio
82 44.729808 -1.55636045655499 pleio
83 44.761322 -1.53208137114916 pleio
84 44.780832 -1.47859054674653 pleio
85 44.800342 -1.38298239723166 pleio
86 44.819852 -1.43269817420168 pleio
87 44.838742 -1.4530786328561 pleio
88 44.856652 -1.4250400208861 pleio
89 44.867332 -1.39579501953264 pleio
90 44.874623 -1.36528779106422 pleio
91 44.881915 -1.3336400180709 pleio
92 44.889206 -1.3010149780524 pleio
93 44.896497 -1.23803326390472 pleio
94 44.940291 -0.849687803754914 pleio
95 44.995858 -0.838165771932035 pleio
96 45.051425 -0.785199217239671 pleio
97 45.101619 -0.735521572243348 pleio
98 45.106404 -0.687613845584378 pleio
99 45.111189 -0.643815807615259 pleio
100 45.144068 -0.652302074137394 pleio
101 45.165 -0.671350897845532 pleio
102 45.174292 -0.696609601778939 pleio
103 45.183584 -0.726895348436543 pleio
104 45.206863 -0.754622103817089 pleio
105 45.270542 -1.06752680753778 pleio
106 45.33422 -0.726975393246285 pleio
107 45.420117 -1.11427384789953 pleio
108 45.434499 -1.05944434558626 pleio
109 45.438006 -1.00882831747625 pleio
110 45.441513 -0.986153040468887 pleio
111 45.445019 -0.997191858469682 pleio
112 45.448526 -1.00416302370685 pleio
113 45.452033 -1.00675812477235 pleio
114 45.455539 -0.796013814929885 pleio
115 45.458985 -0.916026871733298 pleio
116 45.460636 -0.991162216802943 pleio
117 45.462287 -0.975204641257187 pleio
118 45.463938 -0.932473470438446 pleio
119 45.465589 -0.877185923091831 pleio
120 45.46724 -0.821822201670259 pleio
121 45.470001 -0.766438511362102 pleio
122 45.474942 -0.711091691800772 pleio
123 45.479882 -0.65583379019921 pleio
124 45.484823 -0.600719121570141 pleio
125 45.489764 -0.545799898228648 pleio
126 45.494704 -0.491127768115292 pleio
127 45.499645 -0.435560351296215 pleio
128 45.504585 -0.377558958161816 pleio
129 45.622192 -0.319101923737501 pleio
130 45.689416 -0.00609565309745115 pleio
131 45.705169 0 pleio
132 45.720922 -0.0783642946744454 pleio
133 46.0005425 -0.327684231805059 pleio
134 46.280163 -0.494491680552295 pleio
135 46.288948 -1.66285004844629 pleio
136 46.297732 -1.87909316850315 pleio
137 46.306516 -1.85355852613141 pleio
138 46.315301 -1.8320777013029 pleio
139 46.32335 -1.76091284526016 pleio
