marker_position lod trace
1 142.490795 -13.7229544062205 pleio
2 142.517426 -13.6674626176595 pleio
3 142.560149 -13.6287092302688 pleio
4 142.602873 -13.5910474662936 pleio
5 142.64402 -13.553917671401 pleio
6 142.685103 -13.3050817140814 pleio
7 142.726186 -13.2611359007574 pleio
8 142.767269 -13.228134494935 pleio
9 142.808353 -13.1854157164347 pleio
10 142.849436 -13.1154650077483 pleio
11 142.876943 -13.0540913413463 pleio
12 142.880371 -13.0011674397196 pleio
13 142.883799 -12.9570052389513 pleio
14 142.904956 -12.9225234716408 pleio
15 142.989329 -12.9755961237746 pleio
16 143.073701 -13.0190968112964 pleio
17 143.155273 -12.8635957364814 pleio
18 143.159416 -12.5887243805631 pleio
19 143.163559 -12.4245254455986 pleio
20 143.167702 -12.3946039641926 pleio
21 143.171846 -12.3707513992996 pleio
22 143.175989 -12.3535518598725 pleio
23 143.180132 -12.3432318629498 pleio
24 143.240265 -12.3538971505313 pleio
25 143.324863 -12.4957803448278 pleio
26 143.409462 -12.7885835041022 pleio
27 143.484637 -12.9405236273736 pleio
28 143.487347 -13.0833617759933 pleio
29 143.490056 -13.0902256261243 pleio
30 143.492766 -13.1033900365879 pleio
31 143.495555 -13.1227962430246 pleio
32 143.498344 -13.1483246064381 pleio
33 143.501132 -13.1745283938556 pleio
34 143.521072 -13.206901387855 pleio
35 143.53778 -13.2422136930013 pleio
36 143.554489 -13.1660081856387 pleio
37 143.570345 -13.0546008423174 pleio
38 143.571477 -12.9615424976721 pleio
39 143.572611 -12.8854982667855 pleio
40 143.574439 -12.8254144277315 pleio
41 143.699438 -12.8974253949347 pleio
42 143.824436 -12.8467207573508 pleio
43 143.915168 -12.6538648620097 pleio
44 143.920616 -12.5128667057605 pleio
45 143.926063 -12.3668090042425 pleio
46 143.93182 -12.1373506829072 pleio
47 143.935901 -11.7975562989662 pleio
48 143.939982 -11.4949179686499 pleio
49 143.944917 -11.2368868333136 pleio
50 143.975668 -11.0290665467556 pleio
51 144.013221 -11.0035233420656 pleio
52 144.051716 -11.0062046081222 pleio
53 144.090211 -11.0066140689918 pleio
54 144.128706 -11.0064344457728 pleio
55 144.167202 -11.0063249796812 pleio
56 144.176428 -11.0063028103876 pleio
57 144.180816 -11.0063684857787 pleio
58 144.185205 -11.006390634825 pleio
59 144.348163 -11.0142573980429 pleio
60 144.361337 -10.9569647211311 pleio
61 144.363468 -10.6547618221579 pleio
62 144.365599 -10.4261232296359 pleio
63 144.367577 -10.1492935480949 pleio
64 144.375504 -9.8179434991586 pleio
65 144.385418 -9.55636103026563 pleio
66 144.395332 -9.36962049895284 pleio
67 144.407236 -9.34968532059399 pleio
68 144.411293 -9.40978432960043 pleio
69 144.415349 -9.48367756541153 pleio
70 144.419405 -9.57061085662632 pleio
71 144.423461 -9.66970314905639 pleio
72 144.427517 -9.57371355728073 pleio
73 144.431573 -9.45696120365862 pleio
74 144.437408 -9.38617749429176 pleio
75 144.440911 -9.38622706560994 pleio
76 144.442944 -9.38773798585269 pleio
77 144.444976 -9.37651220989651 pleio
78 144.447008 -9.36017157254075 pleio
79 144.44904 -9.35227124150616 pleio
80 144.454745 -9.34603811356454 pleio
81 144.498681 -9.34651179119424 pleio
82 144.558267 -9.35658957803633 pleio
83 144.587405 -9.35313604623142 pleio
84 144.587686 -9.33350885117472 pleio
85 144.587968 -9.31483525336358 pleio
86 144.617027 -9.30885147114275 pleio
87 144.705848 -8.83192234151946 pleio
88 144.716797 -8.06882272070961 pleio
89 144.727745 -7.54127455921409 pleio
90 144.897381 -7.47146052072573 pleio
91 144.903395 -7.48585219113087 pleio
92 144.909409 -7.50866284903137 pleio
93 144.916914 -7.53987301218119 pleio
94 144.947844 -7.5545967393596 pleio
95 144.978774 -7.57188090790876 pleio
96 145.106694 -6.88980340929013 pleio
97 145.224788 -6.10215634396181 pleio
98 145.342881 -5.96929405304972 pleio
99 145.729503 -4.75495448066569 pleio
100 145.916546 -4.63900829589627 pleio
101 146.10359 -4.61638151952482 pleio
102 146.240909 -4.53416144394091 pleio
103 146.283615 -4.23329813153779 pleio
104 146.304543 -4.20525763451861 pleio
105 146.314537 -4.1846838419367 pleio
106 146.319976 -4.17208744920817 pleio
107 146.322338 -4.16793854372358 pleio
108 146.3247 -4.17265025988785 pleio
109 146.327062 -4.18656208393841 pleio
110 146.329424 -4.20992852858277 pleio
111 146.331786 -4.24290733722488 pleio
112 146.334148 -4.28555463981161 pleio
113 146.33651 -3.63621156931516 pleio
114 146.643419 -3.86376166866794 pleio
115 146.654632 -3.90880836465307 pleio
116 146.665844 -3.95559490549282 pleio
117 146.677056 -3.98994059930958 pleio
118 146.688269 -3.57279919184412 pleio
119 146.69133 -2.78616731282925 pleio
120 146.694026 -1.97517043864474 pleio
121 146.696722 -1.21624169520066 pleio
122 146.699418 -0.593629226994798 pleio
123 146.702114 -0.17212218366073 pleio
124 146.70481 -0.0928275394057177 pleio
125 146.707507 -0.0845656634578703 pleio
126 146.710838 -0.0879072499131959 pleio
127 146.716274 -0.102785779794891 pleio
128 146.72171 -0.128995948115094 pleio
129 146.727146 -0.166199639323034 pleio
130 146.734615 -0.189070969550246 pleio
131 146.80381 -0.181092723004403 pleio
132 146.862885 0 pleio
133 146.863965 -0.0869521962371872 pleio
134 146.865044 -0.570366776468633 pleio
135 146.87452 -1.40558899823958 pleio
136 146.889753 -2.20237561685254 pleio
137 146.904986 -2.30766036431203 pleio
138 147.064187 -2.46261165545745 pleio
139 147.069549 -2.77636270562919 pleio
140 147.074911 -2.95776487265679 pleio
141 147.080273 -2.93328488246169 pleio
142 147.089309 -2.92625299530197 pleio
143 147.114764 -2.92206380658235 pleio
144 147.137425 -2.92252704519315 pleio
145 147.157965 -2.96488567712998 pleio
146 147.178504 -3.03987876063156 pleio
147 147.221814 -3.57710112578707 pleio
148 147.253583 -4.90737076717579 pleio
149 147.272554 -4.97629337628785 pleio
150 147.275576 -4.99105201199558 pleio
151 147.278599 -5.04281286465205 pleio
152 147.281622 -5.09485452881368 pleio
153 147.284644 -5.172530952689 pleio
154 147.286194 -5.27540862381358 pleio
155 147.286753 -5.40259814872514 pleio
156 147.287312 -5.55282467126499 pleio
157 147.287872 -5.72452355367736 pleio
158 147.290648 -5.8844051733586 pleio
159 147.299484 -6.03471581699718 pleio
160 147.327447 -5.85369343761775 pleio
161 147.35561 -5.93361654256959 pleio
162 147.383773 -6.25365837419017 pleio
163 147.397845 -6.27323347772812 pleio
164 147.402328 -6.29502711628529 pleio
