marker_position lod trace
1 142.490795 -8.6475725397562 pleio
2 142.517426 -8.54742999178928 pleio
3 142.560149 -8.44885464698762 pleio
4 142.602873 -8.35126122986458 pleio
5 142.64402 -8.25419471015388 pleio
6 142.685103 -8.10861538836111 pleio
7 142.726186 -8.01495799908499 pleio
8 142.767269 -7.9244791304674 pleio
9 142.808353 -7.84255268754151 pleio
10 142.849436 -7.78274678605983 pleio
11 142.876943 -7.7272175105422 pleio
12 142.880371 -7.67565369908639 pleio
13 142.883799 -7.62812411990571 pleio
14 142.904956 -7.5820653738219 pleio
15 142.989329 -7.31598901520384 pleio
16 143.073701 -7.23024554747215 pleio
17 143.155273 -7.16431470607908 pleio
18 143.159416 -7.10194622662635 pleio
19 143.163559 -7.01146899088192 pleio
20 143.167702 -6.88579663782451 pleio
21 143.171846 -6.7636345042484 pleio
22 143.175989 -6.64874586171445 pleio
23 143.180132 -6.54401566039716 pleio
24 143.240265 -6.40185490434891 pleio
25 143.324863 -6.00691412731173 pleio
26 143.409462 -5.86313001476405 pleio
27 143.484637 -5.90359875862366 pleio
28 143.487347 -5.97861332217638 pleio
29 143.490056 -5.97804388517479 pleio
30 143.492766 -5.98172697212945 pleio
31 143.495555 -5.98935028039747 pleio
32 143.498344 -6.00058619429644 pleio
33 143.501132 -6.02065817694654 pleio
34 143.521072 -6.03663405827696 pleio
35 143.53778 -6.06072104763099 pleio
36 143.554489 -5.95927894865683 pleio
37 143.570345 -5.81426525725103 pleio
38 143.571477 -5.69793727632446 pleio
39 143.572611 -5.62086207006716 pleio
40 143.574439 -5.58959169078653 pleio
41 143.699438 -5.52084576517577 pleio
42 143.824436 -5.38483388873541 pleio
43 143.915168 -5.42250011141062 pleio
44 143.920616 -5.42852849170193 pleio
45 143.926063 -5.43913666522324 pleio
46 143.93182 -5.35501421089814 pleio
47 143.935901 -5.24304251025541 pleio
48 143.939982 -5.18678191637611 pleio
49 143.944917 -5.18491601320317 pleio
50 143.975668 -5.23363686400084 pleio
51 144.013221 -5.21121466290928 pleio
52 144.051716 -5.18059800711832 pleio
53 144.090211 -5.17076728012052 pleio
54 144.128706 -5.16198100829754 pleio
55 144.167202 -5.15258827608178 pleio
56 144.176428 -5.14300138191593 pleio
57 144.180816 -5.13359431958922 pleio
58 144.185205 -5.12369335767643 pleio
59 144.348163 -4.79261425949303 pleio
60 144.361337 -4.68911703665916 pleio
61 144.363468 -4.12352639209474 pleio
62 144.365599 -3.52679913534028 pleio
63 144.367577 -3.22399168615641 pleio
64 144.375504 -3.1200494391363 pleio
65 144.385418 -3.08804209435819 pleio
66 144.395332 -3.12870610934896 pleio
67 144.407236 -3.15585496120215 pleio
68 144.411293 -3.1467205685732 pleio
69 144.415349 -3.13823918104681 pleio
70 144.419405 -3.13045669422267 pleio
71 144.423461 -3.12342145121077 pleio
72 144.427517 -3.05673922878504 pleio
73 144.431573 -2.98327839125764 pleio
74 144.437408 -2.92976277360325 pleio
75 144.440911 -2.95309814207406 pleio
76 144.442944 -2.97728776786435 pleio
77 144.444976 -2.95147527680848 pleio
78 144.447008 -2.89225919047532 pleio
79 144.44904 -2.84500646550643 pleio
80 144.454745 -2.78170507727179 pleio
81 144.498681 -2.73053572333446 pleio
82 144.558267 -2.6963639065063 pleio
83 144.587405 -2.700725308922 pleio
84 144.587686 -2.7213101150477 pleio
85 144.587968 -2.74532379849886 pleio
86 144.617027 -2.75817392131884 pleio
87 144.705848 -2.71663291958473 pleio
88 144.716797 -2.84017025069147 pleio
89 144.727745 -2.95315352667573 pleio
90 144.897381 -2.95188478833093 pleio
91 144.903395 -2.92943874254144 pleio
92 144.909409 -2.91804133205517 pleio
93 144.916914 -2.9177356467685 pleio
94 144.947844 -2.91270383590412 pleio
95 144.978774 -2.91245072423407 pleio
96 145.106694 -2.78081834125437 pleio
97 145.224788 -1.83888708220082 pleio
98 145.342881 -1.82630908136474 pleio
99 145.729503 -1.73249015076818 pleio
100 145.916546 -1.81231534443828 pleio
101 146.10359 -1.74907978887616 pleio
102 146.240909 -1.74882368016542 pleio
103 146.283615 -1.75728645317582 pleio
104 146.304543 -1.77289861158781 pleio
105 146.314537 -1.79775988164848 pleio
106 146.319976 -1.83217885584771 pleio
107 146.322338 -1.87632847406802 pleio
108 146.3247 -1.93023470143045 pleio
109 146.327062 -1.99376880078786 pleio
110 146.329424 -2.06664457023931 pleio
111 146.331786 -2.14843119158349 pleio
112 146.334148 -2.23856556201405 pleio
113 146.33651 -2.33994136452281 pleio
114 146.643419 -2.41601753287374 pleio
115 146.654632 -2.38271297216792 pleio
116 146.665844 -2.350915611589 pleio
117 146.677056 -2.31744153787223 pleio
118 146.688269 -2.0798395406669 pleio
119 146.69133 -1.76195414262061 pleio
120 146.694026 -1.58514937529568 pleio
121 146.696722 -1.59679151313036 pleio
122 146.699418 -1.81519236980754 pleio
123 146.702114 -2.21846452326331 pleio
124 146.70481 -2.28770764593949 pleio
125 146.707507 -2.24702830223808 pleio
126 146.710838 -2.21633815750153 pleio
127 146.716274 -2.19571942508587 pleio
128 146.72171 -2.18511435691866 pleio
129 146.727146 -2.18433275359861 pleio
130 146.734615 -2.21949325456234 pleio
131 146.80381 -2.24092784029273 pleio
132 146.862885 -2.0805687965807 pleio
133 146.863965 -1.91901046342482 pleio
134 146.865044 -1.88758909134272 pleio
135 146.87452 -1.98059159521886 pleio
136 146.889753 -2.08120737781397 pleio
137 146.904986 -1.97145352383743 pleio
138 147.064187 -1.77112323175728 pleio
139 147.069549 -1.38115553235646 pleio
140 147.074911 -1.07458037411757 pleio
141 147.080273 -0.772629202601887 pleio
142 147.089309 -0.568538323699546 pleio
143 147.114764 -0.474084703508239 pleio
144 147.137425 -0.466485768875124 pleio
145 147.157965 -0.460987673400523 pleio
146 147.178504 -0.475767364374503 pleio
147 147.221814 -0.204137401919896 pleio
148 147.253583 -0.284857155692732 pleio
149 147.272554 -0.188965201169742 pleio
150 147.275576 -0.0756638616390754 pleio
151 147.278599 -0.0141229763749113 pleio
152 147.281622 0 pleio
153 147.284644 -0.0233756779926207 pleio
154 147.286194 -0.0852412472939259 pleio
155 147.286753 -0.185540379179673 pleio
156 147.287312 -0.323170815069427 pleio
157 147.287872 -0.496061782756163 pleio
158 147.290648 -0.706224252647517 pleio
159 147.299484 -0.950640137614136 pleio
160 147.327447 -1.87866670578851 pleio
161 147.35561 -1.95713844723208 pleio
162 147.383773 -2.44640704009465 pleio
163 147.397845 -2.49780072700756 pleio
164 147.402328 -2.55017088236163 pleio
165 147.406811 -2.60343676224592 pleio
166 147.411546 -2.65750930567945 pleio
167 147.442387 -2.712040168882 pleio
168 147.535843 -2.72827569221081 pleio
169 147.551736 -2.75940065342456 pleio
170 147.555599 -2.80890413182689 pleio
171 147.559461 -2.9112326980823 pleio
172 147.563362 -3.05246344945397 pleio
173 147.583398 -3.85242957440146 pleio
174 147.602453 -4.25879944644281 pleio
175 147.621507 -4.49495147262444 pleio
176 147.682611 -4.53822569112395 pleio
177 147.68996 -4.5400936214116 pleio
178 147.695588 -4.5440775023451 pleio
179 147.701215 -4.5507935138859 pleio
180 147.706843 -4.45682683414548 pleio
181 147.719435 -4.48299035583562 pleio
182 147.737975 -4.48334483026311 pleio
183 147.751499 -4.48165547239466 pleio
184 147.760277 -4.47235716059976 pleio
185 147.769056 -4.47097677499996 pleio
186 147.777834 -4.47472964096826 pleio
187 147.786613 -4.76646266690763 pleio
188 147.795391 -4.9721392425714 pleio
189 147.816836 -5.1905628854939 pleio
190 147.850698 -5.46173091774774 pleio
191 147.88456 -5.74823262044085 pleio
192 147.914702 -5.70256867071534 pleio
193 147.91491 -5.66940154288709 pleio
194 147.915116 -5.63892667693789 pleio
195 147.915322 -5.6118815822239 pleio
196 147.915527 -5.58896693395339 pleio
197 147.915733 -5.5708137908959 pleio
198 147.916803 -5.55771829724859 pleio
199 147.923623 -5.54428977112576 pleio
200 147.930444 -5.55218101605295 pleio
201 147.937264 -5.56291277643112 pleio
202 147.944084 -5.73752914647431 pleio
203 147.949324 -5.98895416508971 pleio
204 147.953121 -6.08544391324287 pleio
205 147.956917 -6.12472566786092 pleio
206 147.960714 -6.24047269939234 pleio
207 147.964511 -6.43379755710933 pleio
208 147.968307 -6.61157032579321 pleio
209 147.973733 -6.77878352437353 pleio
210 147.982072 -6.90496455885477 pleio
211 147.982175 -7.01245982370078 pleio
212 147.982278 -7.12065356182049 pleio
213 147.986316 -7.22111593921871 pleio
214 147.986987 -7.31418832952529 pleio
215 147.987657 -7.44260039561634 pleio
216 147.988327 -7.60925635485445 pleio
217 147.988998 -7.81253063013469 pleio
218 147.989668 -7.99258267618175 pleio
219 148.006053 -7.98163888765467 pleio
220 148.013144 -7.989471265383 pleio
221 148.020236 -8.01496305987568 pleio
222 148.027327 -8.05860582648915 pleio
223 148.033269 -8.12042168425737 pleio
224 148.037078 -8.19993044696306 pleio
225 148.040918 -8.23385593322748 pleio
226 148.046494 -8.39635216026653 pleio
227 148.05207 -8.74876641520813 pleio
228 148.180347 -9.13658461653596 pleio
229 148.183086 -9.2331677487888 pleio
230 148.185825 -9.33418430874775 pleio
231 148.188563 -9.43516121511688 pleio
232 148.191302 -9.38595512389984 pleio
233 148.194041 -9.33983684880046 pleio
234 148.19678 -9.29779422037124 pleio
235 148.200032 -9.25687896927257 pleio
236 148.204884 -9.2200414998023 pleio
237 148.213021 -9.19840968371613 pleio
238 148.213171 -9.27114620787872 pleio
239 148.213321 -9.37064048219027 pleio
240 148.326473 -9.45433447578068 pleio
241 148.333368 -9.28550586620419 pleio
242 148.340263 -9.1386596561805 pleio
243 148.347157 -8.99775374000724 pleio
244 148.354052 -8.86706163307701 pleio
245 148.362946 -8.73730507215167 pleio
246 148.380016 -8.62152484422253 pleio
247 148.403283 -8.58395813899463 pleio
248 148.42655 -8.56642858351244 pleio
249 148.430037 -8.56523320844738 pleio
250 148.4319 -8.56642546861837 pleio
251 148.433763 -8.56990177231521 pleio
252 148.435626 -8.71032355463851 pleio
253 148.437489 -8.7821572807164 pleio
254 148.439352 -8.83757332945007 pleio
255 148.441214 -8.94951761575936 pleio
256 148.443077 -9.10788219380278 pleio
257 148.44494 -9.29902977492848 pleio
258 148.446803 -9.5042606410868 pleio
259 148.453459 -9.61908879717298 pleio
260 148.477993 -9.61662199927714 pleio
261 148.493526 -9.57553048323753 pleio
262 148.493644 -9.53286479631235 pleio
263 148.493762 -9.49196972515093 pleio
264 148.502187 -9.69224429865302 pleio
265 148.624196 -9.77799239543057 pleio
266 148.648833 -9.8345334506295 pleio
267 148.673469 -9.67579987658367 pleio
268 148.812084 -10.0168123277218 pleio
269 148.815025 -10.0453764237365 pleio
270 142.490795 -3.46233241852851 profile1
271 142.517426 -3.4203973347253 profile1
272 142.560149 -3.37821952419444 profile1
273 142.602873 -3.33603870690781 profile1
274 142.64402 -3.29352948927055 profile1
275 142.685103 -3.12467289472055 profile1
276 142.726186 -3.05507017785943 profile1
