marker_position lod trace
1 67.606765 -9.67737150188612 pleio
2 67.613251 -9.68075810464992 pleio
3 67.619736 -9.68425120662764 pleio
4 67.626222 -9.68785036948478 pleio
5 67.641347 -9.69155711409606 pleio
6 67.654855 -9.69537386876999 pleio
7 67.658769 -9.6993844510108 pleio
8 67.662682 -9.70350381139765 pleio
9 67.666596 -9.70772935110885 pleio
10 67.679986 -9.71205875883644 pleio
11 67.708923 -9.71834465762701 pleio
12 67.715069 -9.71205922170691 pleio
13 67.721215 -9.69253601380989 pleio
14 67.746869 -9.64598989141408 pleio
15 67.778018 -9.64833763341458 pleio
16 67.809168 -9.65329558237602 pleio
17 67.895218 -9.6056430653118 pleio
18 67.900561 -9.53581811317659 pleio
19 67.905905 -9.47718954955896 pleio
20 67.911248 -9.43080509875664 pleio
21 67.920171 -9.39531498346276 pleio
22 67.929072 -9.37277861711581 pleio
23 67.937973 -9.36954578130136 pleio
24 67.946874 -9.38545265111422 pleio
25 67.962131 -9.38219630736138 pleio
26 68.103338 -9.38114699296401 pleio
27 68.122257 -9.38218580099644 pleio
28 68.141177 -9.42750753889823 pleio
29 68.410128 -9.4428438585793 pleio
30 68.415239 -9.3302528296354 pleio
31 68.42035 -9.22001086576065 pleio
32 68.640199 -9.13864500227888 pleio
33 68.652056 -9.09851175456356 pleio
34 68.656091 -9.08083672695765 pleio
35 68.660126 -9.08483617220337 pleio
36 68.664161 -9.10896983528307 pleio
37 68.685197 -9.1560203640667 pleio
38 68.806919 -9.17772583472802 pleio
39 68.816104 -9.17795446937206 pleio
40 68.825289 -9.17820997075827 pleio
41 68.885575 -9.17763298262448 pleio
42 68.886394 -9.17657199248687 pleio
43 68.887213 -9.17590142654683 pleio
44 68.888033 -9.17562934125154 pleio
45 68.888852 -9.1757608609149 pleio
46 68.889671 -9.17629817202542 pleio
47 68.89049 -9.15188832331289 pleio
48 68.89131 -9.10459747653983 pleio
49 68.892129 -9.03639471414704 pleio
50 68.987403 -9.29008701228048 pleio
51 69.064645 -8.7369712988133 pleio
52 69.131341 -8.62595957361928 pleio
53 69.198036 -8.63275795803543 pleio
54 69.214855 -8.64790868947063 pleio
55 69.21825 -8.66200767184552 pleio
56 69.221446 -8.67485812967014 pleio
57 69.224642 -8.68635806791183 pleio
58 69.227838 -8.69647502853164 pleio
59 69.231034 -8.28456853525152 pleio
60 69.23423 -8.22478057805018 pleio
61 69.237426 -8.22539660279279 pleio
62 69.240621 -8.22606288631946 pleio
63 69.244859 -8.22676019913227 pleio
64 69.252696 -8.22780717137065 pleio
65 69.260534 -8.22898278523118 pleio
